Year,Month,Monthly Average,Monthly Anomaly Uncertainty
1776,8,14.133000000000001,3.352
1776,9,9.828,2.028
1776,10,7.373999999999999,2.288
1776,11,5.164000000000001,3.165
1776,12,4.295,2.541
1777,1,5.188000000000001,3.063
1777,2,3.6460000000000004,4.589
1777,3,4.013,1.817
1777,4,4.972999999999999,1.849
1777,5,10.179,2.538
1777,6,11.308,2.177
1777,7,11.776,2.252
1777,8,12.022,1.738
1777,9,10.607,2.436
1777,10,6.382999999999999,3.364
1777,11,5.0840000000000005,2.575
1777,12,2.954,2.923
1778,1,2.251,4.196
1778,2,4.549,2.963
1778,3,3.051,4.162
1778,4,9.404,2.249
1778,5,10.081999999999999,1.881
1778,6,10.588000000000001,3.947
1778,7,14.228,1.895
1778,8,12.065000000000001,1.883
1778,9,12.318,1.927
1778,10,7.159999999999999,3.027
1778,11,3.4030000000000005,2.895
1778,12,1.5190000000000001,2.548
1779,1,0.2549999999999999,3.289
1779,2,3.793,5.688
1779,3,5.5,2.7
1779,4,8.485,2.2
1779,5,12.591,1.402
1779,6,11.141,2.235
1779,7,12.436,1.603
1779,8,12.91,1.84
1779,9,11.793999999999999,1.514
1779,10,8.850999999999999,2.2
1779,11,5.744000000000001,2.654
1779,12,2.6500000000000004,4.091
1780,1,1.2730000000000001,6.215
1780,2,3.25,4.261
1780,3,4.718,2.51
1780,4,12.203999999999999,3.88
1780,5,13.876999999999999,4.719
1780,6,13.292,2.891
1780,7,14.998999999999999,2.34
1780,8,12.406,2.392
1780,9,9.049999999999999,2.031
1780,10,9.526,1.888
1780,11,5.9590000000000005,2.256
1780,12,1.897,2.658
1781,1,2.338,4.338
1781,2,1.477,6.405
1781,3,4.649,2.188
1781,4,6.608,2.148
1781,5,10.831,1.704
1781,6,11.568,1.524
1781,7,13.998,1.757
1781,8,14.162,1.286
1781,9,10.253,2.536
1781,10,8.61,1.397
1781,11,8.038,2.824
1781,12,3.228,3.229
1782,1,0.5500000000000003,2.754
1782,2,0.5960000000000001,3.265
1782,3,3.2190000000000003,3.926
1782,4,8.367999999999999,1.781
1782,5,11.243,1.751
1782,6,13.4,1.571
1782,7,13.689,1.937
1782,8,15.041,1.531
1782,9,12.277,2.003
1782,10,8.785,4.105
1782,11,5.180000000000001,4.412
1782,12,1.483,2.479
1783,1,-1.6729999999999996,5.533
1783,2,4.65,2.962
1783,3,4.202,2.02
1783,4,7.949999999999999,1.666
1783,5,12.2,1.88
1783,6,14.763,1.252
1783,7,13.085999999999999,1.482
1783,8,13.629000000000001,1.092
1783,9,9.725999999999999,1.621
1783,10,7.735999999999999,1.932
1783,11,2.7020000000000004,2.066
1783,12,2.625,2.598
1784,1,2.37,6.905
1784,2,1.245,4.433
1784,3,3.971,2.608
1784,4,7.901999999999999,3.269
1784,5,9.277,2.594
1784,6,12.82,1.587
1784,7,14.315,2.026
1784,8,14.677000000000001,3.067
1784,9,10.126999999999999,2.515
1784,10,7.581999999999999,1.733
1784,11,5.038,2.708
1784,12,2.887,3.284
1785,1,2.157,3.746
1785,2,1.5400000000000003,3.453
1785,3,1.21,2.499
1785,4,6.687999999999999,1.427
1785,5,9.799,1.957
1785,6,14.344,1.945
1785,7,14.33,1.87
1785,8,14.239,1.436
1785,9,10.282,1.311
1785,10,7.664,1.313
1785,11,6.098,2.214
1785,12,1.499,2.31
1786,1,0.30699999999999994,3.076
1786,2,1.808,2.92
1786,3,5.167,3.002
1786,4,8.325999999999999,1.506
1786,5,11.042,1.426
1786,6,13.27,1.508
1786,7,14.905999999999999,1.478
1786,8,14.510000000000002,2.905
1786,9,12.738999999999999,2.928
1786,10,8.475999999999999,2.755
1786,11,3.4430000000000005,2.242
1786,12,0.28600000000000003,2.573
1787,1,3.201,2.868
1787,2,2.955,2.731
1787,3,5.215,2.841
1787,4,7.077999999999999,1.835
1787,5,11.154,2.441
1787,6,13.884,1.689
1787,7,13.318999999999999,1.303
1787,8,13.263,1.175
1787,9,10.179,1.589
1787,10,8.058,2.921
1787,11,5.215,2.418
1787,12,2.701,2.215
1788,1,0.25,2.903
1788,2,3.589,3.716
1788,3,4.561,2.817
1788,4,8.232999999999999,2.197
1788,5,10.5,1.109
1788,6,13.689,0.902
1788,7,16.320999999999998,2.266
1788,8,14.221,1.677
1788,9,11.824,1.134
1788,10,9.476999999999999,1.604
1788,11,6.541,1.841
1788,12,-1.0319999999999996,3.72
1789,1,3.273,3.005
1789,2,2.402,2.792
1789,3,3.6370000000000005,2.986
1789,4,7.210999999999999,1.32
1789,5,11.181,1.531
1789,6,12.999,1.409
1789,7,14.91,1.538
1789,8,13.632000000000001,1.367
1789,9,11.953999999999999,1.122
1789,10,7.991,2.124
1789,11,6.333,1.977
1789,12,4.19,1.948
1790,1,3.0460000000000003,2.613
1790,2,3.318,2.685
1790,3,4.805000000000001,1.649
1790,4,6.616999999999999,2.15
1790,5,10.254999999999999,1.215
1790,6,13.307,1.574
1790,7,13.196,1.182
1790,8,13.148000000000001,1.143
1790,9,11.161999999999999,1.512
1790,10,8.665999999999999,1.132
1790,11,5.266,1.379
1790,12,4.1,3.696
1791,1,2.971,3.843
1791,2,3.584,2.215
1791,3,5.416,2.049
1791,4,8.508,1.258
1791,5,10.299,1.143
1791,6,12.978,1.048
1791,7,13.259,1.144
1791,8,13.515,0.84
1791,9,11.116,1.179
1791,10,7.998999999999999,1.146
1791,11,6.346,1.856
1791,12,3.888,1.747
1792,1,-0.2509999999999999,3.198
1792,2,3.755,2.788
1792,3,4.694,1.989
1792,4,7.751999999999999,1.662
1792,5,11.513,1.084
1792,6,14.09,1.203
1792,7,14.427999999999999,0.935
1792,8,12.282,0.999
1792,9,12.465,1.76
1792,10,7.866,1.345
1792,11,5.297000000000001,2.496
1792,12,3.622,2.361
1793,1,1.468,2.809
1793,2,4.92,3.365
1793,3,5.389,2.327
1793,4,8.815999999999999,2.114
1793,5,10.91,1.164
1793,6,13.093,1.222
1793,7,14.176,2.151
1793,8,13.112,1.993
1793,9,11.370999999999999,1.534
1793,10,8.440999999999999,1.808
1793,11,5.7090000000000005,3.569
1793,12,2.239,2.419
1794,1,3.673,3.069
1794,2,3.391,5.336
1794,3,6.297000000000001,2.02
1794,4,8.937,1.349
1794,5,12.288,1.007
1794,6,12.095,1.188
1794,7,12.716,1.656
1794,8,13.363000000000001,0.896
1794,9,12.293,1.727
1794,10,9.097999999999999,1.384
1794,11,6.024,2.554
1794,12,3.507,2.001
1795,1,3.242,2.361
1795,2,4.739,3.133
1795,3,6.202,1.919
1795,4,9.477,1.657
1795,5,11.714,2.334
1795,6,12.447,1.596
1795,7,14.599,1.208
1795,8,13.805000000000001,1.801
1795,9,10.426,1.227
1795,10,8.292,1.476
1795,11,5.822,3.276
1795,12,4.026,2.295
1796,1,3.811,2.868
1796,2,3.692,2.596
1796,3,3.3890000000000002,2.03
1796,4,7.619,1.451
1796,5,11.097,1.02
1796,6,14.309,2.325
1796,7,14.097999999999999,1.17
1796,8,14.511000000000001,2.118
1796,9,11.824,2.379
1796,10,9.148,1.449
1796,11,5.581,1.962
1796,12,1.2030000000000003,2.703
1797,1,4.7940000000000005,4.061
1797,2,6.082000000000001,2.773
1797,3,4.507000000000001,2.577
1797,4,6.991999999999999,2.45
1797,5,10.206999999999999,1.458
1797,6,13.789,1.221
1797,7,13.386,1.584
1797,8,13.724,1.332
1797,9,12.068999999999999,1.29
1797,10,8.885,1.328
1797,11,4.9030000000000005,1.683
1797,12,3.63,1.883
1798,1,3.1310000000000002,2.039
1798,2,3.282,2.347
1798,3,6.488,2.145
1798,4,7.8629999999999995,1.626
1798,5,10.974,1.961
1798,6,13.032,0.994
1798,7,14.667,1.047
1798,8,14.71,1.895
1798,9,11.176,2.43
1798,10,8.677999999999999,2.106
1798,11,6.251,2.385
1798,12,2.208,2.4
1799,1,2.259,2.097
1799,2,0.766,2.529
1799,3,3.3180000000000005,2.004
1799,4,8.266,2.106
1799,5,11.01,1.473
1799,6,13.372,1.595
1799,7,14.174999999999999,1.316
1799,8,13.411000000000001,0.977
1799,9,11.684999999999999,1.078
1799,10,9.363,1.353
1799,11,6.275,1.529
1799,12,1.9280000000000002,2.643
1800,1,1.8980000000000001,2.141
1800,2,2.395,3.318
1800,3,4.267,2.446
1800,4,8.908999999999999,1.487
1800,5,10.312999999999999,1.077
1800,6,13.159,1.259
1800,7,13.524,1.081
1800,8,13.42,0.835
1800,9,10.876999999999999,1.123
1800,10,9.309,1.352
1800,11,6.067,1.683
1800,12,3.681,2.04
1801,1,3.582,1.845
1801,2,3.686,2.376
1801,3,6.702,1.468
1801,4,7.5649999999999995,1.278
1801,5,12.198,1.021
1801,6,12.901,1.388
1801,7,14.303999999999998,2.26
1801,8,12.532,1.048
1801,9,11.73,1.557
1801,10,10.442,2.437
1801,11,5.922000000000001,1.61
1801,12,4.726,2.105
1802,1,4.2219999999999995,2.232
1802,2,4.579000000000001,2.112
1802,3,6.666,2.296
1802,4,8.908999999999999,2.941
1802,5,9.902,1.6
1802,6,13.369,1.671
1802,7,14.133999999999999,1.012
1802,8,13.22,0.854
1802,9,11.915,1.167
1802,10,9.258,1.215
1802,11,5.285,2.254
1802,12,3.1,2.006
1803,1,1.089,1.994
1803,2,2.104,2.403
1803,3,5.122,2.412
1803,4,9.171,2.007
1803,5,11.472,1.339
1803,6,13.527,0.916
1803,7,14.375,1.053
1803,8,14.426,0.986
1803,9,12.149,1.394
1803,10,10.007,2.873
1803,11,5.995,1.657
1803,12,2.942,1.985
1804,1,2.192,2.967
1804,2,1.9900000000000002,2.318
1804,3,4.322,2.261
1804,4,9.485,2.129
1804,5,11.631,1.234
1804,6,13.426,1.217
1804,7,15.449,1.729
1804,8,13.848,1.213
1804,9,12.137,1.602
1804,10,9.049,1.27
1804,11,6.985,2.682
1804,12,2.6340000000000003,2.022
1805,1,2.956,2.201
1805,2,2.713,2.294
1805,3,5.875,1.645
1805,4,8.024999999999999,1.998
1805,5,10.934999999999999,1.138
1805,6,13.837,1.856
1805,7,14.453,1.229
1805,8,14.932,1.452
1805,9,11.776,1.622
1805,10,7.483999999999999,1.675
1805,11,4.572,2.14
1805,12,4.429,1.899
1806,1,2.96,1.924
1806,2,2.9570000000000003,2.268
1806,3,4.774,1.691
1806,4,7.903999999999999,2.601
1806,5,11.322,1.46
1806,6,12.167,1.025
1806,7,13.619,1.285
1806,8,14.276,1.182
1806,9,12.292,1.461
1806,10,8.411,1.132
1806,11,5.307,1.868
1806,12,4.098,1.642
1807,1,0.913,2.547
1807,2,3.451,2.723
1807,3,4.692,2.796
1807,4,6.856,1.692
1807,5,8.934999999999999,1.031
1807,6,13.086,1.375
1807,7,13.972,1.631
1807,8,13.291,1.333
1807,9,12.383,1.479
1807,10,8.886,1.004
1807,11,6.251,1.723
1807,12,4.55,1.287
1808,1,1.058,4.114
1808,2,2.216,2.165
1808,3,4.308,3.223
1808,4,7.249,1.787
1808,5,9.117999999999999,1.751
1808,6,13.097,1.548
1808,7,14.346,1.479
1808,8,12.769,1.144
1808,9,11.719999999999999,1.643
1808,10,8.363999999999999,2.248
1808,11,4.574,1.97
1808,12,1.513,2.243
1809,1,0.18699999999999983,2.801
1809,2,0.8880000000000003,2.351
1809,3,3.4250000000000003,2.834
1809,4,7.8469999999999995,2.455
1809,5,9.208,1.344
1809,6,12.68,1.53
1809,7,12.413,2.139
1809,8,12.735000000000001,1.308
1809,9,10.809999999999999,1.4
1809,10,8.456999999999999,2.899
1809,11,3.1420000000000003,2.578
1809,12,2.35,1.564
1810,1,0.44399999999999995,2.047
1810,2,2.504,2.406
1810,3,5.252000000000001,3.228
1810,4,6.699999999999999,1.967
1810,5,8.981,1.532
1810,6,11.454,1.865
1810,7,12.298,1.787
1810,8,11.885000000000002,1.24
1810,9,9.067,1.201
1810,10,6.882999999999999,1.22
1810,11,4.081,2.578
1810,12,2.7030000000000003,2.044
1811,1,0.946,2.075
1811,2,0.15800000000000036,2.292
1811,3,5.406000000000001,2.016
1811,4,6.061999999999999,1.393
1811,5,9.443999999999999,1.418
1811,6,12.133,1.972
1811,7,11.988,2.47
1811,8,13.263,1.22
1811,9,10.258,1.627
1811,10,6.983999999999999,2.976
1811,11,3.555,1.864
1811,12,3.745,1.934
1812,1,1.403,4.002
1812,2,0.16300000000000026,3.056
1812,3,2.249,2.413
1812,4,6.890999999999999,3.47
1812,5,9.366999999999999,1.308
1812,6,11.67,1.085
1812,7,14.221,1.477
1812,8,15.217,1.491
1812,9,10.177999999999999,2.934
1812,10,7.683,1.415
1812,11,4.658,2.77
1812,12,1.2440000000000002,2.694
1813,1,-1.5379999999999998,2.485
1813,2,2.16,2.364
1813,3,2.1170000000000004,2.253
1813,4,8.099,1.923
1813,5,11.388,3.281
1813,6,12.888,1.62
1813,7,14.125,1.23
1813,8,12.874,1.132
1813,9,12.055,1.825
1813,10,8.471,1.941
1813,11,6.831,1.444
1813,12,2.319,2.216
1814,1,1.826,2.362
1814,2,1.7850000000000001,2.09
1814,3,2.672,2.379
1814,4,7.063999999999999,1.634
1814,5,9.238999999999999,2.376
1814,6,12.628,1.144
1814,7,12.405999999999999,2.038
1814,8,12.638000000000002,1.676
1814,9,10.433,1.447
1814,10,7.542,1.954
1814,11,6.876,4.511
1814,12,6.286,3.658
1815,1,1.885,1.758
1815,2,2.172,4.198
1815,3,3.7140000000000004,2.298
1815,4,6.574999999999999,2.174
1815,5,9.748,2.154
1815,6,10.978,1.441
1815,7,14.208,1.563
1815,8,13.153,1.454
1815,9,11.062,1.412
1815,10,7.2589999999999995,1.957
1815,11,4.143000000000001,2.178
1815,12,1.3280000000000003,2.133
1816,1,2.751,2.787
1816,2,-0.4249999999999998,2.346
1816,3,3.8630000000000004,2.019
1816,4,7.478999999999999,2.677
1816,5,10.559999999999999,1.905
1816,6,11.46,1.027
1816,7,11.881,1.742
1816,8,12.394,1.19
1816,9,10.104,1.405
1816,10,5.366,3.766
1816,11,4.236000000000001,4.497
1816,12,2.1630000000000003,1.675
1817,1,1.795,3.564
1817,2,4.055,2.227
1817,3,5.144,2.013
1817,4,8.264,1.782
1817,5,9.376,1.537
1817,6,10.792,2.232
1817,7,11.954999999999998,1.173
1817,8,13.077,1.354
1817,9,8.146999999999998,1.955
1817,10,6.299999999999999,1.674
1817,11,4.936,1.692
1817,12,0.6920000000000002,2.379
1818,1,1.931,2.436
1818,2,1.3840000000000001,1.968
1818,3,6.158,1.858
1818,4,10.283,4.01
1818,5,11.626999999999999,2.533
1818,6,14.049,1.924
1818,7,13.402,1.735
1818,8,13.021,1.127
1818,9,10.093,1.717
1818,10,6.761999999999999,2.074
1818,11,5.846,3.543
1818,12,2.859,1.424
1819,1,1.2830000000000001,1.812
1819,2,2.0100000000000002,3.146
1819,3,2.6090000000000004,3.492
1819,4,6.696999999999999,1.537
1819,5,10.283999999999999,1.987
1819,6,12.457,1.94
1819,7,12.864999999999998,1.369
1819,8,12.440000000000001,1.508
1819,9,11.147,1.306
1819,10,8.593,1.577
1819,11,5.213,1.64
1819,12,1.723,1.837
1820,1,0.16199999999999992,4.289
1820,2,2.42,2.035
1820,3,4.54,1.678
1820,4,9.34,1.503
1820,5,11.86,1.138
1820,6,13.236,1.114
1820,7,13.577,1.482
1820,8,12.100000000000001,1.292
1820,9,11.182,1.807
1820,10,7.417,1.554
1820,11,4.533,0.972
1820,12,1.604,1.269
1821,1,2.858,1.989
1821,2,3.8920000000000003,3.124
1821,3,5.283,1.337
1821,4,7.813,1.359
1821,5,11.104,1.057
1821,6,12.051,1.319
1821,7,12.853,1.895
1821,8,12.68,1.204
1821,9,9.911999999999999,1.199
1821,10,8.030999999999999,1.055
1821,11,5.173,1.221
1821,12,2.536,1.253
1822,1,2.291,1.535
1822,2,4.0760000000000005,1.681
1822,3,7.375,2.178
1822,4,7.967,1.127
1822,5,10.658,0.973
1822,6,12.945,0.865
1822,7,13.597999999999999,0.951
1822,8,12.994,1.03
1822,9,10.233,1.211
1822,10,7.694999999999999,1.31
1822,11,4.646000000000001,1.125
1822,12,0.831,1.661
1823,1,1.721,1.657
1823,2,2.1050000000000004,1.392
1823,3,4.7940000000000005,1.53
1823,4,7.606999999999999,1.406
1823,5,10.487,0.944
1823,6,13.307,1.087
1823,7,14.176,0.697
1823,8,12.821000000000002,1.37
1823,9,10.378,1.055
1823,10,7.562999999999999,1.192
1823,11,4.6370000000000005,1.389
1823,12,2.3,2.122
1824,1,2.856,1.565
1824,2,2.6310000000000002,1.777
1824,3,5.239,1.224
1824,4,8.331999999999999,1.094
1824,5,11.134,1.15
1824,6,13.181,1.677
1824,7,14.171999999999999,1.268
1824,8,12.904,1.075
1824,9,11.309,1.032
1824,10,7.874999999999999,1.097
1824,11,5.355,1.582
1824,12,4.469,1.941
1825,1,2.6670000000000003,2.21
1825,2,2.778,1.411
1825,3,4.926,1.29
1825,4,8.892999999999999,1.129
1825,5,10.814,1.149
1825,6,13.298,1.421
1825,7,13.163,1.12
1825,8,12.781,1.077
1825,9,10.770999999999999,1.054
1825,10,8.079999999999998,1.127
1825,11,5.680000000000001,1.78
1825,12,2.862,1.267
1826,1,1.8650000000000002,1.888
1826,2,1.6780000000000002,1.871
1826,3,4.605,1.709
1826,4,8.136999999999999,1.327
1826,5,11.651,1.067
1826,6,13.036999999999999,1.002
1826,7,14.085999999999999,0.737
1826,8,12.897,1.163
1826,9,10.943,0.803
1826,10,8.399,1.279
1826,11,6.697,0.958
1826,12,4.614,1.415
1827,1,3.4050000000000002,1.925
1827,2,4.1770000000000005,1.552
1827,3,5.641,1.639
1827,4,9.219999999999999,1.444
1827,5,11.59,1.446
1827,6,13.382,1.044
1827,7,14.395,0.713
1827,8,13.395000000000001,1.094
1827,9,11.11,1.038
1827,10,8.540999999999999,1.155
1827,11,6.095000000000001,1.675
1827,12,3.088,1.283
1828,1,0.756,2.311
1828,2,1.8350000000000002,2.624
1828,3,5.454000000000001,1.327
1828,4,8.607999999999999,1.537
1828,5,11.307,1.464
1828,6,13.562,0.788
1828,7,14.299,1.119
1828,8,13.403,0.942
1828,9,9.984,1.017
1828,10,8.629999999999999,1.063
1828,11,5.736000000000001,1.019
1828,12,2.3070000000000004,1.362
1829,1,1.714,1.778
1829,2,1.608,1.674
1829,3,4.788,1.439
1829,4,7.677,1.817
1829,5,11.164,1.424
1829,6,12.517,1.244
1829,7,14.016,1.019
1829,8,13.064,1.352
